"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-01","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-02","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-03","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-04","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-05","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-05","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-05","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-05","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-05","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-05","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2011-05","EL","Greece",0.000000000,""
